batch_id,product_sk_id,warehouse_id,grn_date,mfg_date,expiry_date,quantity_on_hand,quantity_reserved,unit_cost_bdt
BAT-4829,639,2,2023-11-03,2023-10-04,2026-10-03,28,1,370.5
BAT-4830,639,2,2023-09-30,2023-08-31,2026-08-30,28,1,370.5
BAT-4831,639,4,2023-08-31,2023-08-01,2026-07-31,28,1,370.5
BAT-4832,639,1,2023-08-03,2023-07-04,2026-07-03,28,1,370.5
BAT-4833,639,2,2023-07-02,2023-06-02,2026-06-01,28,1,370.5
BAT-4834,640,1,2023-11-29,2023-10-30,2025-10-29,20,1,216.0
BAT-4835,640,3,2023-11-03,2023-10-04,2025-10-03,20,1,216.0
BAT-4836,640,4,2023-09-30,2023-08-31,2025-08-30,20,1,216.0
BAT-4837,640,4,2023-09-03,2023-08-04,2025-08-03,20,1,216.0
BAT-4838,640,5,2023-08-01,2023-07-02,2025-07-01,20,1,216.0
BAT-4839,640,1,2023-07-02,2023-06-02,2025-06-01,20,1,216.0
BAT-4840,641,4,2023-12-02,2023-11-02,2024-11-01,31,1,265.5
BAT-4841,641,1,2023-10-31,2023-10-01,2024-09-30,31,1,265.5
BAT-4842,641,3,2023-10-04,2023-09-04,2024-09-03,31,1,265.5
BAT-4843,641,4,2023-09-02,2023-08-03,2024-08-02,31,1,265.5
BAT-4844,641,2,2023-08-04,2023-07-05,2024-07-04,31,1,265.5
BAT-4845,641,3,2023-07-06,2023-06-06,2024-06-05,31,1,265.5
BAT-4846,642,2,2023-12-03,2023-11-03,2026-11-02,58,2,1878.75
BAT-4847,642,2,2023-11-01,2023-10-02,2026-10-01,58,2,1878.75
BAT-4848,642,1,2023-10-04,2023-09-04,2026-09-03,58,2,1878.75
BAT-4849,642,5,2023-09-01,2023-08-02,2026-08-01,58,2,1878.75
BAT-4850,642,3,2023-08-02,2023-07-03,2026-07-02,58,2,1878.75
BAT-4851,642,5,2023-07-03,2023-06-03,2026-06-02,58,2,1878.75
BAT-4852,643,2,2023-12-03,2023-11-03,2025-11-02,68,3,957.75
BAT-4853,643,3,2023-10-30,2023-09-30,2025-09-29,68,3,957.75
BAT-4854,643,4,2023-09-30,2023-08-31,2025-08-30,68,3,957.75
BAT-4855,643,5,2023-09-01,2023-08-02,2025-08-01,68,3,957.75
BAT-4856,643,5,2023-08-02,2023-07-03,2025-07-02,68,3,957.75
BAT-4857,643,1,2023-07-06,2023-06-06,2025-06-05,68,3,957.75
BAT-4858,644,5,2023-12-02,2023-11-02,2026-11-01,22,1,185.25
BAT-4859,644,1,2023-10-31,2023-10-01,2026-09-30,22,1,185.25
BAT-4860,644,5,2023-09-30,2023-08-31,2026-08-30,22,1,185.25
BAT-4861,644,3,2023-09-04,2023-08-05,2026-08-04,22,1,185.25
BAT-4862,644,5,2023-08-01,2023-07-02,2026-07-01,22,1,185.25
BAT-4863,644,1,2023-07-02,2023-06-02,2026-06-01,22,1,185.25
BAT-4864,645,1,2023-11-29,2023-10-30,2026-10-29,30,1,613.5
BAT-4865,645,2,2023-10-31,2023-10-01,2026-09-30,30,1,613.5
BAT-4866,645,1,2023-10-03,2023-09-03,2026-09-02,30,1,613.5
BAT-4867,645,3,2023-09-01,2023-08-02,2026-08-01,30,1,613.5
BAT-4868,645,3,2023-08-04,2023-07-05,2026-07-04,30,1,613.5
BAT-4869,645,5,2023-07-03,2023-06-03,2026-06-02,30,1,613.5
BAT-4870,646,1,2023-12-01,2023-11-01,2025-10-31,101,5,3093.0
BAT-4871,646,4,2023-11-03,2023-10-04,2025-10-03,101,5,3093.0
BAT-4872,646,2,2023-10-03,2023-09-03,2025-09-02,101,5,3093.0
BAT-4873,646,5,2023-09-04,2023-08-05,2025-08-04,101,5,3093.0
BAT-4874,646,1,2023-08-04,2023-07-05,2025-07-04,101,5,3093.0
BAT-4875,646,4,2023-07-03,2023-06-03,2025-06-02,101,5,3093.0
BAT-4876,647,2,2023-12-03,2023-11-03,2026-11-02,27,1,231.0
BAT-4877,647,2,2023-11-01,2023-10-02,2026-10-01,27,1,231.0
BAT-4878,647,3,2023-10-03,2023-09-03,2026-09-02,27,1,231.0
BAT-4879,647,2,2023-08-31,2023-08-01,2026-07-31,27,1,231.0
BAT-4880,647,2,2023-08-02,2023-07-03,2026-07-02,27,1,231.0
BAT-4881,647,2,2023-07-03,2023-06-03,2026-06-02,27,1,231.0
BAT-4882,648,2,2023-12-02,2023-11-02,2024-11-01,57,2,1053.75
BAT-4883,648,4,2023-10-31,2023-10-01,2024-09-30,57,2,1053.75
BAT-4884,648,3,2023-10-03,2023-09-03,2024-09-02,57,2,1053.75
BAT-4885,648,4,2023-09-03,2023-08-04,2024-08-03,57,2,1053.75
BAT-4886,648,1,2023-08-02,2023-07-03,2024-07-02,57,2,1053.75
BAT-4887,648,3,2023-07-02,2023-06-02,2024-06-01,57,2,1053.75
BAT-4888,649,4,2023-12-03,2023-11-03,2024-11-02,26,1,486.75
BAT-4889,649,4,2023-11-03,2023-10-04,2024-10-03,26,1,486.75
BAT-4890,649,3,2023-09-30,2023-08-31,2024-08-30,26,1,486.75
BAT-4891,649,1,2023-09-04,2023-08-05,2024-08-04,26,1,486.75
BAT-4892,649,1,2023-08-05,2023-07-06,2024-07-05,26,1,486.75
BAT-4893,649,1,2023-07-02,2023-06-02,2024-06-01,26,1,486.75
BAT-4894,650,2,2023-12-03,2023-11-03,2025-11-02,29,1,297.75
BAT-4895,650,5,2023-11-01,2023-10-02,2025-10-01,29,1,297.75
BAT-4896,650,4,2023-10-01,2023-09-01,2025-08-31,29,1,297.75
BAT-4897,650,2,2023-09-04,2023-08-05,2025-08-04,29,1,297.75
BAT-4898,650,1,2023-08-05,2023-07-06,2025-07-05,29,1,297.75
BAT-4899,650,1,2023-07-04,2023-06-04,2025-06-03,29,1,297.75
BAT-4900,651,4,2023-12-03,2023-11-03,2025-05-01,46,2,843.75
BAT-4901,651,1,2023-10-30,2023-09-30,2025-03-28,46,2,843.75
BAT-4902,651,3,2023-10-01,2023-09-01,2025-02-27,46,2,843.75
BAT-4903,651,1,2023-09-01,2023-08-02,2025-01-28,46,2,843.75
BAT-4904,651,5,2023-08-01,2023-07-02,2024-12-28,46,2,843.75
BAT-4905,651,3,2023-07-02,2023-06-02,2024-11-28,46,2,843.75
BAT-4906,652,4,2023-11-30,2023-10-31,2026-10-30,51,2,1240.5
BAT-4907,652,5,2023-11-02,2023-10-03,2026-10-02,51,2,1240.5
BAT-4908,652,2,2023-09-30,2023-08-31,2026-08-30,51,2,1240.5
BAT-4909,652,1,2023-09-01,2023-08-02,2026-08-01,51,2,1240.5
BAT-4910,652,2,2023-08-04,2023-07-05,2026-07-04,51,2,1240.5
BAT-4911,652,4,2023-07-04,2023-06-04,2026-06-03,51,2,1240.5
BAT-4912,653,2,2023-12-03,2023-11-03,2024-11-02,44,2,454.5
BAT-4913,653,3,2023-10-30,2023-09-30,2024-09-29,44,2,454.5
BAT-4914,653,3,2023-10-01,2023-09-01,2024-08-31,44,2,454.5
BAT-4915,653,3,2023-09-02,2023-08-03,2024-08-02,44,2,454.5
BAT-4916,653,4,2023-08-04,2023-07-05,2024-07-04,44,2,454.5
BAT-4917,653,1,2023-07-05,2023-06-05,2024-06-04,44,2,454.5
BAT-4918,654,1,2023-12-02,2023-11-02,2024-11-01,44,2,869.25
BAT-4919,654,5,2023-10-31,2023-10-01,2024-09-30,44,2,869.25
BAT-4920,654,3,2023-10-01,2023-09-01,2024-08-31,44,2,869.25
BAT-4921,654,2,2023-09-02,2023-08-03,2024-08-02,44,2,869.25
BAT-4922,654,2,2023-08-05,2023-07-06,2024-07-05,44,2,869.25
BAT-4923,654,1,2023-07-06,2023-06-06,2024-06-05,44,2,869.25
BAT-4924,655,3,2023-11-29,2023-10-30,2026-10-29,79,3,2121.0
BAT-4925,655,2,2023-11-03,2023-10-04,2026-10-03,79,3,2121.0
BAT-4926,655,5,2023-10-04,2023-09-04,2026-09-03,79,3,2121.0
BAT-4927,655,2,2023-09-02,2023-08-03,2026-08-02,79,3,2121.0
BAT-4928,655,1,2023-08-02,2023-07-03,2026-07-02,79,3,2121.0
BAT-4929,655,3,2023-07-06,2023-06-06,2026-06-05,79,3,2121.0
BAT-4930,656,2,2023-12-02,2023-11-02,2025-11-01,56,2,820.5
BAT-4931,656,2,2023-11-02,2023-10-03,2025-10-02,56,2,820.5
BAT-4932,656,2,2023-10-04,2023-09-04,2025-09-03,56,2,820.5
BAT-4933,656,4,2023-09-02,2023-08-03,2025-08-02,56,2,820.5
BAT-4934,656,1,2023-08-05,2023-07-06,2025-07-05,56,2,820.5
BAT-4935,656,1,2023-07-03,2023-06-03,2025-06-02,56,2,820.5
BAT-4936,657,4,2023-11-29,2023-10-30,2025-10-29,55,2,732.0
BAT-4937,657,1,2023-10-30,2023-09-30,2025-09-29,55,2,732.0
BAT-4938,657,2,2023-10-04,2023-09-04,2025-09-03,55,2,732.0
BAT-4939,657,3,2023-09-03,2023-08-04,2025-08-03,55,2,732.0
BAT-4940,657,1,2023-08-01,2023-07-02,2025-07-01,55,2,732.0
BAT-4941,657,4,2023-07-06,2023-06-06,2025-06-05,55,2,732.0
BAT-4942,658,4,2023-12-02,2023-11-02,2026-11-01,40,2,361.5
BAT-4943,658,2,2023-10-30,2023-09-30,2026-09-29,40,2,361.5
BAT-4944,658,5,2023-10-01,2023-09-01,2026-08-31,40,2,361.5
BAT-4945,658,5,2023-09-01,2023-08-02,2026-08-01,40,2,361.5
BAT-4946,658,2,2023-08-04,2023-07-05,2026-07-04,40,2,361.5
BAT-4947,658,2,2023-07-05,2023-06-05,2026-06-04,40,2,361.5
BAT-4948,659,2,2023-12-03,2023-11-03,2025-11-02,29,1,291.75
BAT-4949,659,4,2023-10-30,2023-09-30,2025-09-29,29,1,291.75
BAT-4950,659,3,2023-10-03,2023-09-03,2025-09-02,29,1,291.75
BAT-4951,659,5,2023-09-03,2023-08-04,2025-08-03,29,1,291.75
BAT-4952,659,4,2023-08-01,2023-07-02,2025-07-01,29,1,291.75
BAT-4953,659,5,2023-07-03,2023-06-03,2025-06-02,29,1,291.75
BAT-4954,660,2,2023-11-29,2023-10-30,2024-10-29,27,1,267.0
BAT-4955,660,2,2023-10-30,2023-09-30,2024-09-29,27,1,267.0
BAT-4956,660,2,2023-10-04,2023-09-04,2024-09-03,27,1,267.0
BAT-4957,660,4,2023-09-04,2023-08-05,2024-08-04,27,1,267.0
BAT-4958,660,2,2023-08-02,2023-07-03,2024-07-02,27,1,267.0
BAT-4959,660,4,2023-07-06,2023-06-06,2024-06-05,27,1,267.0
BAT-4960,661,3,2023-11-30,2023-10-31,2026-10-30,16,0,153.75
BAT-4961,661,4,2023-11-02,2023-10-03,2026-10-02,16,0,153.75
BAT-4962,661,3,2023-10-01,2023-09-01,2026-08-31,16,0,153.75
BAT-4963,661,1,2023-09-03,2023-08-04,2026-08-03,16,0,153.75
BAT-4964,661,4,2023-08-01,2023-07-02,2026-07-01,16,0,153.75
BAT-4965,661,1,2023-07-03,2023-06-03,2026-06-02,16,0,153.75
BAT-4966,662,1,2023-12-01,2023-11-01,2024-10-31,20,1,348.75
BAT-4967,662,3,2023-11-01,2023-10-02,2024-10-01,20,1,348.75
BAT-4968,662,2,2023-09-30,2023-08-31,2024-08-30,20,1,348.75
BAT-4969,662,4,2023-08-31,2023-08-01,2024-07-31,20,1,348.75
BAT-4970,662,4,2023-08-03,2023-07-04,2024-07-03,20,1,348.75
BAT-4971,662,4,2023-07-04,2023-06-04,2024-06-03,20,1,348.75
BAT-4972,663,5,2023-11-30,2023-10-31,2026-10-30,33,1,985.5
BAT-4973,663,4,2023-10-31,2023-10-01,2026-09-30,33,1,985.5
BAT-4974,663,4,2023-10-02,2023-09-02,2026-09-01,33,1,985.5
BAT-4975,663,5,2023-08-31,2023-08-01,2026-07-31,33,1,985.5
BAT-4976,663,2,2023-08-01,2023-07-02,2026-07-01,33,1,985.5
BAT-4977,663,2,2023-07-05,2023-06-05,2026-06-04,33,1,985.5
BAT-4978,664,1,2023-12-02,2023-11-02,2026-11-01,67,3,1947.75
BAT-4979,664,4,2023-10-31,2023-10-01,2026-09-30,67,3,1947.75
BAT-4980,664,3,2023-10-04,2023-09-04,2026-09-03,67,3,1947.75
BAT-4981,664,1,2023-09-01,2023-08-02,2026-08-01,67,3,1947.75
BAT-4982,664,5,2023-08-04,2023-07-05,2026-07-04,67,3,1947.75
BAT-4983,664,1,2023-07-03,2023-06-03,2026-06-02,67,3,1947.75
BAT-4984,665,5,2023-12-01,2023-11-01,2025-04-29,42,2,444.75
BAT-4985,665,4,2023-11-03,2023-10-04,2025-04-01,42,2,444.75
BAT-4986,665,4,2023-10-04,2023-09-04,2025-03-02,42,2,444.75
BAT-4987,665,1,2023-08-31,2023-08-01,2025-01-27,42,2,444.75
BAT-4988,665,1,2023-08-03,2023-07-04,2024-12-30,42,2,444.75
BAT-4989,665,3,2023-07-04,2023-06-04,2024-11-30,42,2,444.75
BAT-4990,666,4,2023-12-02,2023-11-02,2024-11-01,41,2,972.0
BAT-4991,666,1,2023-11-03,2023-10-04,2024-10-03,41,2,972.0
BAT-4992,666,4,2023-09-30,2023-08-31,2024-08-30,41,2,972.0
BAT-4993,666,1,2023-09-03,2023-08-04,2024-08-03,41,2,972.0
BAT-4994,666,1,2023-08-01,2023-07-02,2024-07-01,41,2,972.0
BAT-4995,666,4,2023-07-05,2023-06-05,2024-06-04,41,2,972.0
BAT-4996,667,1,2023-11-29,2023-10-30,2026-10-29,40,2,348.0
BAT-4997,667,4,2023-10-30,2023-09-30,2026-09-29,40,2,348.0
BAT-4998,667,3,2023-10-02,2023-09-02,2026-09-01,40,2,348.0
BAT-4999,667,5,2023-09-01,2023-08-02,2026-08-01,40,2,348.0
BAT-5000,667,1,2023-08-01,2023-07-02,2026-07-01,40,2,348.0
BAT-5001,667,5,2023-07-02,2023-06-02,2026-06-01,40,2,348.0
BAT-5002,668,2,2023-12-01,2023-11-01,2025-10-31,68,3,900.0
BAT-5003,668,2,2023-11-01,2023-10-02,2025-10-01,68,3,900.0
BAT-5004,668,3,2023-10-04,2023-09-04,2025-09-03,68,3,900.0
BAT-5005,668,2,2023-08-31,2023-08-01,2025-07-31,68,3,900.0
BAT-5006,668,4,2023-08-05,2023-07-06,2025-07-05,68,3,900.0
BAT-5007,668,3,2023-07-03,2023-06-03,2025-06-02,68,3,900.0
BAT-5008,669,4,2023-12-03,2023-11-03,2025-11-02,32,1,238.5
BAT-5009,669,1,2023-11-01,2023-10-02,2025-10-01,32,1,238.5
BAT-5010,669,1,2023-09-30,2023-08-31,2025-08-30,32,1,238.5
BAT-5011,669,3,2023-09-01,2023-08-02,2025-08-01,32,1,238.5
BAT-5012,669,5,2023-08-01,2023-07-02,2025-07-01,32,1,238.5
BAT-5013,669,3,2023-07-05,2023-06-05,2025-06-04,32,1,238.5
BAT-5014,670,4,2023-11-30,2023-10-31,2024-10-30,21,1,186.75
BAT-5015,670,5,2023-11-03,2023-10-04,2024-10-03,21,1,186.75
BAT-5016,670,4,2023-10-01,2023-09-01,2024-08-31,21,1,186.75
BAT-5017,670,5,2023-09-03,2023-08-04,2024-08-03,21,1,186.75
BAT-5018,670,4,2023-08-02,2023-07-03,2024-07-02,21,1,186.75
BAT-5019,670,4,2023-07-06,2023-06-06,2024-06-05,21,1,186.75
BAT-5020,671,1,2023-11-29,2023-10-30,2026-10-29,67,3,1691.25
BAT-5021,671,3,2023-11-02,2023-10-03,2026-10-02,67,3,1691.25
BAT-5022,671,5,2023-09-30,2023-08-31,2026-08-30,67,3,1691.25
BAT-5023,671,4,2023-09-04,2023-08-05,2026-08-04,67,3,1691.25
BAT-5024,671,3,2023-08-05,2023-07-06,2026-07-05,67,3,1691.25
BAT-5025,671,4,2023-07-05,2023-06-05,2026-06-04,67,3,1691.25
BAT-5026,672,3,2023-11-29,2023-10-30,2026-10-29,60,3,2219.25
BAT-5027,672,1,2023-10-30,2023-09-30,2026-09-29,60,3,2219.25
BAT-5028,672,2,2023-10-02,2023-09-02,2026-09-01,60,3,2219.25
BAT-5029,672,5,2023-09-01,2023-08-02,2026-08-01,60,3,2219.25
BAT-5030,672,2,2023-08-05,2023-07-06,2026-07-05,60,3,2219.25
BAT-5031,672,1,2023-07-06,2023-06-06,2026-06-05,60,3,2219.25
BAT-5032,673,1,2023-11-30,2023-10-31,2025-04-28,64,3,598.5
BAT-5033,673,5,2023-11-02,2023-10-03,2025-03-31,64,3,598.5
BAT-5034,673,3,2023-09-30,2023-08-31,2025-02-26,64,3,598.5
BAT-5035,673,1,2023-09-02,2023-08-03,2025-01-29,64,3,598.5
BAT-5036,673,3,2023-08-05,2023-07-06,2025-01-01,64,3,598.5
BAT-5037,673,5,2023-07-05,2023-06-05,2024-12-01,64,3,598.5
BAT-5038,674,5,2023-12-03,2023-11-03,2025-11-02,59,2,1295.25
BAT-5039,674,1,2023-11-01,2023-10-02,2025-10-01,59,2,1295.25
BAT-5040,674,5,2023-10-01,2023-09-01,2025-08-31,59,2,1295.25
BAT-5041,674,3,2023-09-01,2023-08-02,2025-08-01,59,2,1295.25
BAT-5042,674,1,2023-08-03,2023-07-04,2025-07-03,59,2,1295.25
BAT-5043,674,1,2023-07-04,2023-06-04,2025-06-03,59,2,1295.25
BAT-5044,675,4,2023-11-29,2023-10-30,2024-10-29,23,1,223.5
BAT-5045,675,1,2023-10-30,2023-09-30,2024-09-29,23,1,223.5
BAT-5046,675,3,2023-10-02,2023-09-02,2024-09-01,23,1,223.5
BAT-5047,675,1,2023-08-31,2023-08-01,2024-07-31,23,1,223.5
BAT-5048,675,1,2023-08-04,2023-07-05,2024-07-04,23,1,223.5
BAT-5049,675,1,2023-07-06,2023-06-06,2024-06-05,23,1,223.5
BAT-5050,676,4,2023-11-29,2023-10-30,2025-04-27,34,1,666.75
BAT-5051,676,2,2023-10-30,2023-09-30,2025-03-28,34,1,666.75
BAT-5052,676,2,2023-10-02,2023-09-02,2025-02-28,34,1,666.75
BAT-5053,676,5,2023-09-03,2023-08-04,2025-01-30,34,1,666.75
BAT-5054,676,5,2023-08-01,2023-07-02,2024-12-28,34,1,666.75
BAT-5055,676,1,2023-07-05,2023-06-05,2024-12-01,34,1,666.75
BAT-5056,677,1,2023-12-03,2023-11-03,2024-11-02,44,2,1026.0
BAT-5057,677,5,2023-11-01,2023-10-02,2024-10-01,44,2,1026.0
BAT-5058,677,1,2023-10-02,2023-09-02,2024-09-01,44,2,1026.0
BAT-5059,677,1,2023-09-01,2023-08-02,2024-08-01,44,2,1026.0
BAT-5060,677,4,2023-08-03,2023-07-04,2024-07-03,44,2,1026.0
BAT-5061,677,3,2023-07-04,2023-06-04,2024-06-03,44,2,1026.0
BAT-5062,678,2,2023-12-03,2023-11-03,2026-11-02,51,2,1201.5
BAT-5063,678,1,2023-11-02,2023-10-03,2026-10-02,51,2,1201.5
BAT-5064,678,4,2023-09-30,2023-08-31,2026-08-30,51,2,1201.5
BAT-5065,678,2,2023-09-04,2023-08-05,2026-08-04,51,2,1201.5
BAT-5066,678,1,2023-08-02,2023-07-03,2026-07-02,51,2,1201.5
BAT-5067,678,4,2023-07-06,2023-06-06,2026-06-05,51,2,1201.5
BAT-5068,679,4,2023-12-03,2023-11-03,2025-11-02,42,2,726.0
BAT-5069,679,2,2023-10-31,2023-10-01,2025-09-30,42,2,726.0
BAT-5070,679,3,2023-10-04,2023-09-04,2025-09-03,42,2,726.0
BAT-5071,679,5,2023-09-02,2023-08-03,2025-08-02,42,2,726.0
BAT-5072,679,2,2023-08-01,2023-07-02,2025-07-01,42,2,726.0
BAT-5073,679,4,2023-07-02,2023-06-02,2025-06-01,42,2,726.0
BAT-5074,680,2,2023-11-30,2023-10-31,2025-10-30,49,2,1991.25
BAT-5075,680,4,2023-11-01,2023-10-02,2025-10-01,49,2,1991.25
BAT-5076,680,1,2023-09-30,2023-08-31,2025-08-30,49,2,1991.25
BAT-5077,680,5,2023-09-04,2023-08-05,2025-08-04,49,2,1991.25
BAT-5078,680,4,2023-08-04,2023-07-05,2025-07-04,49,2,1991.25
BAT-5079,680,2,2023-07-05,2023-06-05,2025-06-04,49,2,1991.25
BAT-5080,681,5,2023-11-29,2023-10-30,2026-10-29,51,2,1082.25
BAT-5081,681,1,2023-11-03,2023-10-04,2026-10-03,51,2,1082.25
BAT-5082,681,1,2023-10-04,2023-09-04,2026-09-03,51,2,1082.25
BAT-5083,681,4,2023-09-03,2023-08-04,2026-08-03,51,2,1082.25
BAT-5084,681,2,2023-08-02,2023-07-03,2026-07-02,51,2,1082.25
BAT-5085,681,5,2023-07-03,2023-06-03,2026-06-02,51,2,1082.25
BAT-5086,682,5,2023-11-30,2023-10-31,2024-10-30,33,1,226.5
BAT-5087,682,3,2023-11-01,2023-10-02,2024-10-01,33,1,226.5
BAT-5088,682,1,2023-10-02,2023-09-02,2024-09-01,33,1,226.5
BAT-5089,682,4,2023-09-03,2023-08-04,2024-08-03,33,1,226.5
BAT-5090,682,1,2023-08-04,2023-07-05,2024-07-04,33,1,226.5
BAT-5091,682,4,2023-07-04,2023-06-04,2024-06-03,33,1,226.5
BAT-5092,683,3,2023-11-30,2023-10-31,2024-10-30,15,0,138.0
BAT-5093,683,5,2023-11-01,2023-10-02,2024-10-01,15,0,138.0
BAT-5094,683,3,2023-10-01,2023-09-01,2024-08-31,15,0,138.0
BAT-5095,683,2,2023-09-01,2023-08-02,2024-08-01,15,0,138.0
BAT-5096,683,2,2023-08-02,2023-07-03,2024-07-02,15,0,138.0
BAT-5097,683,1,2023-07-06,2023-06-06,2024-06-05,15,0,138.0
BAT-5098,684,3,2023-12-02,2023-11-02,2026-11-01,40,2,352.5
BAT-5099,684,4,2023-11-01,2023-10-02,2026-10-01,40,2,352.5
BAT-5100,684,4,2023-10-01,2023-09-01,2026-08-31,40,2,352.5
BAT-5101,684,5,2023-09-01,2023-08-02,2026-08-01,40,2,352.5
BAT-5102,684,3,2023-08-04,2023-07-05,2026-07-04,40,2,352.5
BAT-5103,684,1,2023-07-04,2023-06-04,2026-06-03,40,2,352.5
BAT-5104,685,3,2023-12-03,2023-11-03,2024-11-02,16,0,135.75
BAT-5105,685,5,2023-10-31,2023-10-01,2024-09-30,16,0,135.75
BAT-5106,685,2,2023-10-01,2023-09-01,2024-08-31,16,0,135.75
BAT-5107,685,2,2023-09-04,2023-08-05,2024-08-04,16,0,135.75
BAT-5108,685,4,2023-08-05,2023-07-06,2024-07-05,16,0,135.75
BAT-5109,685,3,2023-07-03,2023-06-03,2024-06-02,16,0,135.75
BAT-5110,686,3,2023-11-30,2023-10-31,2025-10-30,34,1,449.25
BAT-5111,686,5,2023-10-30,2023-09-30,2025-09-29,34,1,449.25
BAT-5112,686,4,2023-10-03,2023-09-03,2025-09-02,34,1,449.25
BAT-5113,686,3,2023-09-04,2023-08-05,2025-08-04,34,1,449.25
BAT-5114,686,1,2023-08-04,2023-07-05,2025-07-04,34,1,449.25
BAT-5115,686,5,2023-07-02,2023-06-02,2025-06-01,34,1,449.25
BAT-5116,687,4,2023-12-01,2023-11-01,2024-10-31,23,1,273.75
BAT-5117,687,5,2023-11-01,2023-10-02,2024-10-01,23,1,273.75
BAT-5118,687,1,2023-09-30,2023-08-31,2024-08-30,23,1,273.75
BAT-5119,687,2,2023-08-31,2023-08-01,2024-07-31,23,1,273.75
BAT-5120,687,3,2023-08-05,2023-07-06,2024-07-05,23,1,273.75
BAT-5121,687,5,2023-07-06,2023-06-06,2024-06-05,23,1,273.75
BAT-5122,688,2,2023-12-03,2023-11-03,2025-11-02,42,2,268.5
BAT-5123,688,5,2023-11-03,2023-10-04,2025-10-03,42,2,268.5
BAT-5124,688,5,2023-09-30,2023-08-31,2025-08-30,42,2,268.5
BAT-5125,688,2,2023-09-03,2023-08-04,2025-08-03,42,2,268.5
BAT-5126,688,3,2023-08-03,2023-07-04,2025-07-03,42,2,268.5
BAT-5127,688,1,2023-07-03,2023-06-03,2025-06-02,42,2,268.5
BAT-5128,689,2,2023-12-01,2023-11-01,2024-10-31,18,0,108.75
BAT-5129,689,3,2023-11-03,2023-10-04,2024-10-03,18,0,108.75
BAT-5130,689,3,2023-10-01,2023-09-01,2024-08-31,18,0,108.75
BAT-5131,689,2,2023-09-01,2023-08-02,2024-08-01,18,0,108.75
BAT-5132,689,3,2023-08-02,2023-07-03,2024-07-02,18,0,108.75
BAT-5133,689,2,2023-07-04,2023-06-04,2024-06-03,18,0,108.75
BAT-5134,690,5,2023-12-02,2023-11-02,2026-11-01,36,1,501.0
BAT-5135,690,1,2023-11-01,2023-10-02,2026-10-01,36,1,501.0
BAT-5136,690,1,2023-09-30,2023-08-31,2026-08-30,36,1,501.0
BAT-5137,690,1,2023-09-02,2023-08-03,2026-08-02,36,1,501.0
BAT-5138,690,4,2023-08-05,2023-07-06,2026-07-05,36,1,501.0
BAT-5139,690,5,2023-07-02,2023-06-02,2026-06-01,36,1,501.0
BAT-5140,691,5,2023-12-01,2023-11-01,2026-10-31,44,2,1137.0
BAT-5141,691,5,2023-11-01,2023-10-02,2026-10-01,44,2,1137.0
BAT-5142,691,2,2023-10-04,2023-09-04,2026-09-03,44,2,1137.0
BAT-5143,691,5,2023-08-31,2023-08-01,2026-07-31,44,2,1137.0
BAT-5144,691,2,2023-08-04,2023-07-05,2026-07-04,44,2,1137.0
BAT-5145,691,3,2023-07-03,2023-06-03,2026-06-02,44,2,1137.0
BAT-5146,692,2,2023-12-02,2023-11-02,2025-11-01,69,3,1239.75
BAT-5147,692,1,2023-11-02,2023-10-03,2025-10-02,69,3,1239.75
BAT-5148,692,3,2023-10-02,2023-09-02,2025-09-01,69,3,1239.75
BAT-5149,692,2,2023-09-03,2023-08-04,2025-08-03,69,3,1239.75
BAT-5150,692,1,2023-08-01,2023-07-02,2025-07-01,69,3,1239.75
BAT-5151,692,5,2023-07-05,2023-06-05,2025-06-04,69,3,1239.75
BAT-5152,693,2,2023-11-29,2023-10-30,2026-10-29,88,4,1703.25
BAT-5153,693,4,2023-10-30,2023-09-30,2026-09-29,88,4,1703.25
BAT-5154,693,4,2023-09-30,2023-08-31,2026-08-30,88,4,1703.25
BAT-5155,693,5,2023-08-31,2023-08-01,2026-07-31,88,4,1703.25
BAT-5156,693,3,2023-08-04,2023-07-05,2026-07-04,88,4,1703.25
BAT-5157,693,5,2023-07-03,2023-06-03,2026-06-02,88,4,1703.25
BAT-5158,694,3,2023-11-29,2023-10-30,2024-10-29,21,1,210.0
BAT-5159,694,5,2023-10-31,2023-10-01,2024-09-30,21,1,210.0
BAT-5160,694,4,2023-10-01,2023-09-01,2024-08-31,21,1,210.0
BAT-5161,694,3,2023-09-03,2023-08-04,2024-08-03,21,1,210.0
BAT-5162,694,2,2023-08-02,2023-07-03,2024-07-02,21,1,210.0
BAT-5163,694,1,2023-07-02,2023-06-02,2024-06-01,21,1,210.0
BAT-5164,695,3,2023-11-29,2023-10-30,2024-04-27,21,1,281.25
BAT-5165,695,3,2023-10-30,2023-09-30,2024-03-28,21,1,281.25
BAT-5166,695,5,2023-10-01,2023-09-01,2024-02-28,21,1,281.25
BAT-5167,695,2,2023-09-02,2023-08-03,2024-01-30,21,1,281.25
BAT-5168,695,1,2023-08-01,2023-07-02,2023-12-29,21,1,281.25
BAT-5169,695,1,2023-07-06,2023-06-06,2023-12-03,21,1,281.25
BAT-5170,696,2,2023-12-03,2023-11-03,2024-05-01,19,0,131.25
BAT-5171,696,1,2023-10-31,2023-10-01,2024-03-29,19,0,131.25
BAT-5172,696,5,2023-10-04,2023-09-04,2024-03-02,19,0,131.25
BAT-5173,696,3,2023-08-31,2023-08-01,2024-01-28,19,0,131.25
BAT-5174,696,5,2023-08-04,2023-07-05,2024-01-01,19,0,131.25
