date,product_sk_id,impression_count,page_view_count,add_to_cart_count,cart_abandonment_count,conversion_rate
2022-09-30,463,6062,675,41,25.0,2.37
2022-10-31,463,3655,364,13,8.0,1.37
2022-11-30,463,3013,345,22,14.0,2.32
2022-12-31,463,2541,335,35,27.0,2.39
2023-01-31,463,6514,691,38,24.0,2.03
2023-02-28,463,4600,542,20,11.0,1.66
2023-03-31,463,7020,818,42,26.0,1.96
2023-04-30,463,6625,776,39,22.0,2.19
2023-05-31,463,6413,657,33,21.0,1.83
2023-06-30,463,4469,528,21,12.0,1.7
2023-07-31,463,7812,779,34,19.0,1.93
2023-08-31,463,8504,916,47,29.0,1.97
2023-09-30,463,6939,871,46,27.0,2.18
2023-10-31,463,8874,909,52,32.0,2.2
2023-11-30,463,4657,486,33,19.0,2.88
2023-12-31,463,4322,432,51,35.0,3.7
2020-01-31,464,6482,629,21,13.0,1.27
2020-02-29,464,2488,283,7,4.0,1.06
2020-03-31,464,2941,350,15,9.0,1.71
2020-04-30,464,17611,494,19,13.0,1.21
2020-05-31,464,4243,459,20,13.0,1.53
2020-06-30,464,2394,264,14,11.0,1.14
2020-07-31,464,5298,564,24,14.0,1.77
2020-08-31,464,3902,427,17,10.0,1.64
2020-09-30,464,2519,316,9,5.0,1.27
2020-10-31,464,3001,349,14,8.0,1.72
2020-11-30,464,1902,199,9,6.0,1.51
2020-12-31,464,2307,309,22,15.0,2.27
2021-01-31,464,5119,532,16,10.0,1.13
2021-02-28,464,3121,370,12,8.0,1.08
2021-03-31,464,3187,373,16,12.0,1.07
2021-04-30,464,2649,266,8,5.0,1.13
2021-05-31,464,3078,322,23,17.0,1.86
2021-06-30,464,2559,331,10,6.0,1.21
2021-07-31,464,3762,415,18,13.0,1.2
2021-08-31,464,28684,633,26,17.0,1.42
2021-09-30,464,3646,436,17,10.0,1.61
2021-10-31,464,2215,293,16,10.0,2.05
2021-11-30,464,2399,243,14,11.0,1.23
2021-12-31,464,10530,267,12,10.0,0.75
2022-01-31,464,2849,317,9,6.0,0.95
2022-02-28,464,2321,266,8,5.0,1.13
2022-03-31,464,1802,178,7,7.0,0.0
2022-04-30,464,1832,226,8,5.0,1.33
2022-05-31,464,1656,211,7,5.0,0.95
2022-06-30,464,1888,192,14,14.0,0.0
2022-07-31,464,2509,304,14,11.0,0.99
2022-08-31,464,2771,320,16,12.0,1.25
2022-09-30,464,3258,402,17,10.0,1.74
2022-10-31,464,2478,219,4,3.0,0.46
2022-11-30,464,1221,130,1,1.0,0.0
2022-12-31,464,1130,143,3,2.0,0.7
2023-01-31,464,2448,282,9,5.0,1.42
2023-02-28,464,4023,439,26,18.0,1.82
2023-03-31,464,4139,312,15,9.0,1.92
2023-04-30,464,4382,419,34,26.0,1.91
2023-05-31,464,13352,345,14,9.0,1.45
2023-06-30,464,13847,524,17,10.0,1.34
2023-07-31,464,5646,448,22,14.0,1.79
2023-08-31,464,1880,259,10,7.0,1.16
2023-09-30,464,11987,356,14,10.0,1.12
2023-10-31,464,13268,410,14,9.0,1.22
2023-11-30,464,1841,205,10,7.0,1.46
2023-12-31,464,2200,216,14,10.0,1.85
2020-01-31,465,5596,414,11,8.0,0.72
2020-02-29,465,3440,280,4,3.0,0.36
2020-03-31,465,3101,277,6,5.0,0.36
2020-04-30,465,3392,322,12,10.0,0.62
2020-05-31,465,3041,266,8,7.0,0.38
2020-06-30,465,6108,543,20,12.0,1.47
2020-07-31,465,6495,640,19,12.0,1.09
2020-08-31,465,5692,474,11,7.0,0.84
2020-09-30,465,5975,564,21,14.0,1.24
2020-10-31,465,3425,338,11,7.0,1.18
2020-11-30,465,3233,254,8,5.0,1.18
2020-12-31,465,3755,328,18,13.0,1.52
2021-01-31,465,5638,479,17,12.0,1.04
2021-02-28,465,4644,350,9,6.0,0.86
2021-03-31,465,5428,445,21,16.0,1.12
2021-04-30,465,4245,422,17,12.0,1.18
2021-05-31,465,5858,453,18,12.0,1.32
2021-06-30,465,3988,355,7,5.0,0.56
2021-07-31,465,5900,442,10,7.0,0.68
2021-08-31,465,5687,421,15,10.0,1.19
2021-09-30,465,8133,843,29,20.0,1.07
2021-10-31,465,6975,548,16,10.0,1.09
2021-11-30,465,2739,243,8,5.0,1.23
2021-12-31,465,2743,264,10,6.0,1.52
2022-01-31,465,4505,388,9,6.0,0.77
2022-02-28,465,2962,304,3,2.0,0.33
2022-03-31,465,4837,384,19,15.0,1.04
2022-04-30,465,3457,229,1,1.0,0.0
2022-05-31,465,4019,352,12,9.0,0.85
2022-06-30,465,4148,401,10,6.0,1.0
2022-07-31,465,19079,338,5,4.0,0.3
2022-08-31,465,4301,369,9,6.0,0.81
2022-09-30,465,5822,503,9,5.0,0.8
2022-10-31,465,3523,368,16,11.0,1.36
2022-11-30,465,2063,183,6,6.0,0.0
2022-12-31,465,2156,180,14,13.0,0.56
2023-01-31,465,5844,517,21,15.0,1.16
2023-02-28,465,4495,361,6,4.0,0.55
2023-03-31,465,5843,440,14,9.0,1.14
2023-04-30,465,7592,701,21,13.0,1.14
2023-05-31,465,4711,452,16,10.0,1.33
2023-06-30,465,3992,367,16,12.0,1.09
2023-07-31,465,5760,488,27,21.0,1.23
2023-08-31,465,5546,518,14,9.0,0.97
2023-09-30,465,6307,535,24,17.0,1.31
2023-10-31,465,3920,386,13,8.0,1.3
2023-11-30,465,4179,474,23,16.0,1.48
2023-12-31,465,2037,212,5,3.0,0.94
2020-01-31,466,2439,356,13,8.0,1.4
2020-02-29,466,3562,369,14,8.0,1.63
2020-03-31,466,2297,271,14,9.0,1.85
2020-04-30,466,3522,380,16,9.0,1.84
2020-05-31,466,2721,363,28,18.0,2.75
2020-06-30,466,3297,381,20,12.0,2.1
2020-07-31,466,7211,654,31,17.0,2.14
2020-08-31,466,5047,733,34,19.0,2.05
2020-09-30,466,3201,417,19,11.0,1.92
2020-10-31,466,2028,245,11,7.0,1.63
2020-11-30,466,3683,389,24,12.0,3.08
2020-12-31,466,2273,347,25,14.0,3.17
2021-01-31,466,4942,517,23,13.0,1.93
2021-02-28,466,3829,428,17,9.0,1.87
2021-03-31,466,4634,546,40,25.0,2.75
2021-04-30,466,4474,494,28,18.0,2.02
2021-05-31,466,2856,383,25,14.0,2.87
2021-06-30,466,1912,249,12,7.0,2.01
2021-07-31,466,5122,714,38,24.0,1.96
2021-08-31,466,3080,345,16,11.0,1.45
2021-09-30,466,2944,398,18,11.0,1.76
2021-10-31,466,3431,445,29,16.0,2.92
2021-11-30,466,1941,245,18,12.0,2.45
2021-12-31,466,3254,464,25,13.0,2.59
2022-01-31,466,3492,448,20,12.0,1.79
2022-02-28,466,3942,432,18,12.0,1.39
2022-03-31,466,3298,382,18,10.0,2.09
2022-04-30,466,4112,508,25,16.0,1.77
2022-05-31,466,3512,457,32,18.0,3.06
2022-06-30,466,1564,208,7,4.0,1.44
2022-07-31,466,2927,390,16,11.0,1.28
2022-08-31,466,4515,595,24,12.0,2.02
2022-09-30,466,3666,405,21,13.0,1.98
2022-10-31,466,9547,361,17,12.0,1.39
2022-11-30,466,2409,342,23,15.0,2.34
2022-12-31,466,2164,255,16,8.0,3.14
2023-01-31,466,4333,544,35,24.0,2.02
2023-02-28,466,3431,422,17,10.0,1.66
2023-03-31,466,3201,439,21,12.0,2.05
2023-04-30,466,15771,493,22,14.0,1.62
2023-05-31,466,2612,364,26,17.0,2.47
2023-06-30,466,4105,475,24,14.0,2.11
2023-07-31,466,2362,276,11,7.0,1.45
2023-08-31,466,3700,495,23,14.0,1.82
2023-09-30,466,2865,376,20,12.0,2.13
2023-10-31,466,4107,510,31,17.0,2.75
2023-11-30,466,2790,329,20,11.0,2.74
2023-12-31,466,2712,367,25,13.0,3.27
2020-01-31,467,4965,531,27,17.0,1.88
2020-02-29,467,1867,275,13,10.0,1.09
2020-03-31,467,2701,348,18,11.0,2.01
2020-04-30,467,3392,417,17,11.0,1.44
2020-05-31,467,3461,484,25,13.0,2.48
2020-06-30,467,3376,446,40,31.0,2.02
2020-07-31,467,3245,436,18,11.0,1.61
2020-08-31,467,5357,690,26,15.0,1.59
2020-09-30,467,3659,455,21,11.0,2.2
2020-10-31,467,3528,459,30,17.0,2.83
2020-11-30,467,3147,358,22,11.0,3.07
2020-12-31,467,2553,350,25,15.0,2.86
2021-01-31,467,6225,691,31,16.0,2.17
2021-02-28,467,7101,744,29,16.0,1.75
2021-03-31,467,4360,538,40,26.0,2.6
2021-04-30,467,1772,268,11,7.0,1.49
2021-05-31,467,3114,389,25,17.0,2.06
2021-06-30,467,6328,616,21,11.0,1.62
2021-07-31,467,4678,444,17,10.0,1.58
2021-08-31,467,6478,693,37,20.0,2.45
2021-09-30,467,3340,395,19,12.0,1.77
2021-10-31,467,5008,614,33,18.0,2.44
2021-11-30,467,2984,308,19,10.0,2.92
2021-12-31,467,3985,468,44,25.0,4.06
2022-01-31,467,3272,406,16,9.0,1.72
2022-02-28,467,3990,424,19,11.0,1.89
2022-03-31,467,1579,214,10,7.0,1.4
2022-04-30,467,2173,267,12,8.0,1.5
2022-05-31,467,3519,445,29,19.0,2.25
2022-06-30,467,2245,262,10,6.0,1.53
2022-07-31,467,4384,522,26,16.0,1.92
2022-08-31,467,3024,332,11,6.0,1.51
2022-09-30,467,3871,492,17,8.0,1.83
2022-10-31,467,2950,357,19,11.0,2.24
2022-11-30,467,1738,250,13,9.0,1.6
2022-12-31,467,1840,211,16,11.0,2.37
2023-01-31,467,4066,524,29,19.0,1.91
2023-02-28,467,2226,295,13,8.0,1.69
2023-03-31,467,5343,645,41,24.0,2.64
2023-04-30,467,3675,358,13,7.0,1.68
2023-05-31,467,3042,316,16,10.0,1.9
2023-06-30,467,2531,348,15,9.0,1.72
2023-07-31,467,4195,428,14,7.0,1.64
2023-08-31,467,3937,480,21,12.0,1.88
2023-09-30,467,4723,580,31,17.0,2.41
2023-10-31,467,3243,383,24,14.0,2.61
2023-11-30,467,3045,404,33,21.0,2.97
2023-12-31,467,3844,420,42,29.0,3.1
2020-01-31,468,2051,277,7,4.0,1.08
2020-02-29,468,1901,227,12,10.0,0.88
2020-03-31,468,2275,293,14,8.0,2.05
2020-04-30,468,1438,170,6,5.0,0.59
2020-05-31,468,2022,281,14,8.0,2.14
2020-06-30,468,2584,300,12,7.0,1.67
2020-07-31,468,3160,410,16,10.0,1.46
2020-08-31,468,3254,450,19,12.0,1.56
2020-09-30,468,2295,276,10,6.0,1.45
2020-10-31,468,1663,270,14,8.0,2.22
2020-11-30,468,2403,310,24,15.0,2.9
2020-12-31,468,1686,212,17,10.0,3.3
2021-01-31,468,3901,530,26,15.0,2.08
2021-02-28,468,2004,277,7,4.0,1.08
2021-03-31,468,2775,444,27,16.0,2.48
2021-04-30,468,3412,447,19,10.0,2.01
2021-05-31,468,3253,457,22,12.0,2.19
2021-06-30,468,1410,190,7,5.0,1.05
2021-07-31,468,2586,319,10,6.0,1.25
2021-08-31,468,2462,301,13,9.0,1.33
2021-09-30,468,3801,392,19,13.0,1.53
2021-10-31,468,1836,251,14,9.0,1.99
2021-11-30,468,1923,262,18,11.0,2.67
2021-12-31,468,2612,309,22,12.0,3.24
2022-01-31,468,2154,319,11,7.0,1.25
2022-02-28,468,2712,354,19,15.0,1.13
2022-03-31,468,1674,228,5,3.0,0.88
2022-04-30,468,4720,214,4,3.0,0.47
2022-05-31,468,1758,206,7,4.0,1.46
2022-06-30,468,2625,243,9,5.0,1.65
2022-07-31,468,2930,411,17,10.0,1.7
2022-08-31,468,2047,248,8,6.0,0.81
2022-09-30,468,1520,203,6,4.0,0.99
2022-10-31,468,1535,221,11,7.0,1.81
2022-11-30,468,1321,184,18,15.0,1.63
2022-12-31,468,1280,180,13,8.0,2.78
2023-01-31,468,2299,310,11,6.0,1.61
2023-02-28,468,3551,436,17,9.0,1.83
2023-03-31,468,2424,256,12,8.0,1.56
2023-04-30,468,1921,247,10,6.0,1.62
2023-05-31,468,2448,296,21,14.0,2.36
2023-06-30,468,1740,216,5,4.0,0.46
2023-07-31,468,3089,411,18,10.0,1.95
2023-08-31,468,2049,255,8,5.0,1.18
2023-09-30,468,2204,266,13,8.0,1.88
2023-10-31,468,2197,271,13,8.0,1.85
2023-11-30,468,2005,310,31,22.0,2.9
2023-12-31,468,1746,225,14,9.0,2.22
2020-01-31,469,4965,452,21,13.0,1.77
2020-02-29,469,4143,455,22,14.0,1.76
2020-03-31,469,4301,500,17,10.0,1.4
2020-04-30,469,3981,514,26,16.0,1.95
2020-05-31,469,3930,449,31,20.0,2.45
2020-06-30,469,4488,509,28,16.0,2.36
2020-07-31,469,17426,715,20,11.0,1.26
2020-08-31,469,36991,873,33,20.0,1.49
2020-09-30,469,3983,451,25,17.0,1.77
2020-10-31,469,5626,576,28,17.0,1.91
2020-11-30,469,4601,560,41,23.0,3.21
2020-12-31,469,4278,463,35,20.0,3.24
2021-01-31,469,5903,680,30,18.0,1.76
2021-02-28,469,6543,650,24,13.0,1.69
2021-03-31,469,6001,666,30,18.0,1.8
2021-04-30,469,4327,607,29,16.0,2.14
2021-05-31,469,4114,535,31,19.0,2.24
2021-06-30,469,3701,385,17,10.0,1.82
2021-07-31,469,6300,672,33,20.0,1.93
2021-08-31,469,3669,421,15,9.0,1.43
2021-09-30,469,7020,724,34,21.0,1.8
2021-10-31,469,3513,385,18,11.0,1.82
2021-11-30,469,2998,356,31,21.0,2.81
2021-12-31,469,4031,442,33,18.0,3.39
2022-01-31,469,2813,322,11,7.0,1.24
2022-02-28,469,3285,425,15,9.0,1.41
2022-03-31,469,5278,581,36,25.0,1.89
2022-04-30,469,2325,288,11,8.0,1.04
2022-05-31,469,3415,323,14,8.0,1.86
2022-06-30,469,4417,481,21,13.0,1.66
2022-07-31,469,4599,594,28,18.0,1.68
2022-08-31,469,3703,422,16,9.0,1.66
2022-09-30,469,2910,348,15,9.0,1.72
2022-10-31,469,4664,515,24,14.0,1.94
2022-11-30,469,1773,214,15,10.0,2.34
2022-12-31,469,3010,410,32,19.0,3.17
2023-01-31,469,5322,642,29,17.0,1.87
2023-02-28,469,4028,430,15,9.0,1.4
2023-03-31,469,5015,588,28,17.0,1.87
2023-04-30,469,5885,690,35,21.0,2.03
2023-05-31,469,3740,460,33,23.0,2.17
2023-06-30,469,5088,711,41,24.0,2.39
2023-07-31,469,4622,521,20,13.0,1.34
2023-08-31,469,6538,790,35,21.0,1.77
2023-09-30,469,5098,612,40,26.0,2.29
2023-10-31,469,4205,529,32,20.0,2.27
2023-11-30,469,5254,608,34,18.0,2.63
2023-12-31,469,4069,513,31,18.0,2.53
2020-01-31,470,2764,327,10,6.0,1.22
2020-02-29,470,2463,320,14,9.0,1.56
2020-03-31,470,2641,352,21,13.0,2.27
2020-04-30,470,21669,630,32,21.0,1.75
2020-05-31,470,2620,328,20,13.0,2.13
2020-06-30,470,5013,585,25,14.0,1.88
2020-07-31,470,2566,298,12,8.0,1.34
2020-08-31,470,3514,390,17,11.0,1.54
2020-09-30,470,2580,335,18,12.0,1.79
2020-10-31,470,3863,445,27,16.0,2.47
2020-11-30,470,10940,261,12,9.0,1.15
2020-12-31,470,2571,297,19,10.0,3.03
2021-01-31,470,4056,546,32,22.0,1.83
2021-02-28,470,3700,455,19,12.0,1.54
2021-03-31,470,2895,319,11,6.0,1.57
2021-04-30,470,4601,538,26,15.0,2.04
2021-05-31,470,2882,321,13,7.0,1.87
2021-06-30,470,2431,287,16,13.0,1.05
2021-07-31,470,3680,446,17,11.0,1.35
2021-08-31,470,3169,433,29,20.0,2.08
2021-09-30,470,4739,484,24,15.0,1.86
2021-10-31,470,6148,733,34,18.0,2.18
2021-11-30,470,2422,301,22,14.0,2.66
2021-12-31,470,1946,215,16,11.0,2.33
2022-01-31,470,2323,274,6,4.0,0.73
2022-02-28,470,3107,331,10,6.0,1.21
2022-03-31,470,3747,406,22,15.0,1.72
2022-04-30,470,2174,265,7,5.0,0.75
2022-05-31,470,2559,298,19,13.0,2.01
2022-06-30,470,2048,267,10,7.0,1.12
2022-07-31,470,2683,397,14,8.0,1.51
2022-08-31,470,1976,255,5,3.0,0.78
2022-09-30,470,2648,335,14,9.0,1.49
2022-10-31,470,2456,258,14,9.0,1.94
2022-11-30,470,1528,163,7,5.0,1.23
2022-12-31,470,1818,217,11,7.0,1.84
2023-01-31,470,3010,375,14,9.0,1.33
2023-02-28,470,3566,384,16,10.0,1.56
2023-03-31,470,4785,550,30,21.0,1.64
2023-04-30,470,3232,381,13,8.0,1.31
2023-05-31,470,4275,441,34,22.0,2.72
2023-06-30,470,3581,423,23,15.0,1.89
2023-07-31,470,4046,511,21,13.0,1.57
2023-08-31,470,3753,484,14,8.0,1.24
2023-09-30,470,3111,411,24,15.0,2.19
2023-10-31,470,12900,384,20,14.0,1.56
2023-11-30,470,3816,389,27,16.0,2.83
2023-12-31,470,2786,339,26,17.0,2.65
2020-01-31,471,2206,275,13,8.0,1.82
2020-02-29,471,2951,349,16,10.0,1.72
2020-03-31,471,2579,324,21,16.0,1.54
2020-04-30,471,1409,180,9,8.0,0.56
2020-05-31,471,2666,331,21,14.0,2.11
2020-06-30,471,4077,481,28,18.0,2.08
2020-07-31,471,3520,444,25,15.0,2.25
2020-08-31,471,3667,434,26,19.0,1.61
2020-09-30,471,2418,284,15,11.0,1.41
2020-10-31,471,4039,505,23,13.0,1.98
2020-11-30,471,2053,243,16,10.0,2.47
2020-12-31,471,2391,229,20,15.0,2.18
2021-01-31,471,3819,441,25,17.0,1.81
2021-02-28,471,17032,679,25,14.0,1.62
2021-03-31,471,2877,351,20,12.0,2.28
2021-04-30,471,3294,398,20,12.0,2.01
2021-05-31,471,2577,315,14,7.0,2.22
2021-06-30,471,3524,412,26,18.0,1.94
2021-07-31,471,2603,323,16,11.0,1.55
2021-08-31,471,4569,594,21,11.0,1.68
2021-09-30,471,3013,386,28,21.0,1.81
2021-10-31,471,2744,303,14,9.0,1.65
2021-11-30,471,10615,273,14,10.0,1.47
2021-12-31,471,1844,235,10,6.0,1.7
2022-01-31,471,3443,403,13,7.0,1.49
2022-02-28,471,10801,309,15,13.0,0.65
2022-03-31,471,2007,270,12,9.0,1.11
2022-04-30,471,17098,563,26,16.0,1.78
2022-05-31,471,1728,226,12,8.0,1.77
2022-06-30,471,1886,228,6,4.0,0.88
2022-07-31,471,3005,360,10,6.0,1.11
2022-08-31,471,2736,351,12,7.0,1.42
2022-09-30,471,2210,267,18,14.0,1.5
2022-10-31,471,2506,302,15,9.0,1.99
2022-11-30,471,1388,163,15,13.0,1.23
2022-12-31,471,1449,170,6,3.0,1.76
2023-01-31,471,2891,282,13,8.0,1.77
2023-02-28,471,1889,261,10,6.0,1.53
2023-03-31,471,4630,553,22,12.0,1.81
2023-04-30,471,1966,244,7,4.0,1.23
2023-05-31,471,3037,376,17,10.0,1.86
2023-06-30,471,3436,367,13,7.0,1.63
2023-07-31,471,2794,331,11,6.0,1.51
2023-08-31,471,3367,480,27,17.0,2.08
2023-09-30,471,3158,378,20,12.0,2.12
2023-10-31,471,4846,631,34,20.0,2.22
2023-11-30,471,3644,381,24,13.0,2.89
2023-12-31,471,2687,313,22,12.0,3.19
2020-01-31,472,6314,520,18,13.0,0.96
2020-02-29,472,6378,596,25,18.0,1.17
2020-03-31,472,7743,743,32,22.0,1.35
2020-04-30,472,8394,772,28,18.0,1.3
2020-05-31,472,9347,764,31,19.0,1.57
2020-06-30,472,11786,914,40,26.0,1.53
2020-07-31,472,10616,1049,34,21.0,1.24
2020-08-31,472,11392,1065,47,31.0,1.5
2020-09-30,472,10864,1088,37,22.0,1.38
2020-10-31,472,7706,747,32,22.0,1.34
2020-11-30,472,8389,761,39,24.0,1.97
2020-12-31,472,9021,693,32,18.0,2.02
2021-01-31,472,16780,1168,55,37.0,1.54
2021-02-28,472,12778,1032,32,20.0,1.16
2021-03-31,472,16756,1257,55,33.0,1.75
2021-04-30,472,10679,771,33,23.0,1.3
2021-05-31,472,10903,865,46,30.0,1.85
2021-06-30,472,12518,999,29,17.0,1.2
2021-07-31,472,8838,796,34,24.0,1.26
2021-08-31,472,9744,848,34,22.0,1.42
2021-09-30,472,11632,997,45,28.0,1.71
2021-10-31,472,40207,1021,36,24.0,1.18
2021-11-30,472,9737,847,46,28.0,2.13
2021-12-31,472,10148,784,45,28.0,2.17
2022-01-31,472,9993,861,24,15.0,1.05
2022-02-28,472,6243,583,22,16.0,1.03
2022-03-31,472,9518,672,19,11.0,1.19
2022-04-30,472,7831,593,24,16.0,1.35
2022-05-31,472,6459,565,27,18.0,1.59
2022-06-30,472,10345,889,40,27.0,1.46
2022-07-31,472,9013,877,35,23.0,1.37
2022-08-31,472,6612,581,20,14.0,1.03
2022-09-30,472,8225,629,24,16.0,1.27
2022-10-31,472,5434,502,19,12.0,1.39
2022-11-30,472,9865,716,38,24.0,1.96
2022-12-31,472,5844,457,20,12.0,1.75
2023-01-31,472,16393,1358,34,20.0,1.03
2023-02-28,472,6577,605,14,9.0,0.83
2023-03-31,472,11397,831,53,37.0,1.93
2023-04-30,472,8125,782,41,30.0,1.41
2023-05-31,472,4970,486,22,15.0,1.44
2023-06-30,472,5472,477,18,13.0,1.05
2023-07-31,472,19326,1834,59,34.0,1.36
2023-08-31,472,15378,1238,44,27.0,1.37
2023-09-30,472,47243,1154,45,32.0,1.13
2023-10-31,472,7910,697,39,30.0,1.29
2023-11-30,472,6750,633,30,18.0,1.9
2023-12-31,472,6458,519,31,20.0,2.12
2020-01-31,473,7315,589,17,10.0,1.19
2020-02-29,473,3977,421,14,9.0,1.19
2020-03-31,473,4942,512,17,10.0,1.37
2020-04-30,473,7933,730,29,16.0,1.78
2020-05-31,473,5677,559,33,21.0,2.15
2020-06-30,473,7028,730,36,22.0,1.92
2020-07-31,473,8346,813,40,23.0,2.09
2020-08-31,473,6979,669,34,21.0,1.94
2020-09-30,473,7774,686,31,19.0,1.75
2020-10-31,473,7123,718,40,23.0,2.37
2020-11-30,473,4622,474,35,21.0,2.95
2020-12-31,473,5249,564,41,25.0,2.84
2021-01-31,473,9498,895,38,22.0,1.79
2021-02-28,473,7482,882,35,21.0,1.59
2021-03-31,473,5568,599,31,20.0,1.84
2021-04-30,473,7273,718,38,25.0,1.81
2021-05-31,473,6675,756,41,27.0,1.85
2021-06-30,473,4044,455,22,13.0,1.98
2021-07-31,473,7833,816,34,21.0,1.59
2021-08-31,473,8154,815,30,18.0,1.47
2021-09-30,473,5841,603,35,21.0,2.32
2021-10-31,473,4956,490,24,15.0,1.84
2021-11-30,473,3937,387,18,10.0,2.07
2021-12-31,473,6210,664,48,30.0,2.71
2022-01-31,473,5200,494,24,18.0,1.21
2022-02-28,473,3427,362,12,8.0,1.1
2022-03-31,473,3760,398,16,9.0,1.76
2022-04-30,473,3640,430,18,11.0,1.63
2022-05-31,473,3065,309,11,7.0,1.29
2022-06-30,473,22051,637,27,18.0,1.41
2022-07-31,473,5172,619,32,20.0,1.94
2022-08-31,473,5448,619,25,16.0,1.45
2022-09-30,473,4648,456,24,15.0,1.97
2022-10-31,473,4055,436,27,18.0,2.06
2022-11-30,473,4446,479,26,16.0,2.09
2022-12-31,473,3966,434,26,17.0,2.07
2023-01-31,473,7943,678,29,17.0,1.77
2023-02-28,473,6028,609,24,14.0,1.64
2023-03-31,473,8297,895,46,30.0,1.79
2023-04-30,473,7009,731,40,24.0,2.19
2023-05-31,473,5362,617,29,18.0,1.78
2023-06-30,473,10597,1018,53,34.0,1.87
2023-07-31,473,7110,794,30,18.0,1.51
2023-08-31,473,9502,879,28,16.0,1.37
2023-09-30,473,22513,707,23,14.0,1.27
2023-10-31,473,5204,587,36,22.0,2.39
2023-11-30,473,5199,540,34,20.0,2.59
2023-12-31,473,4768,607,48,31.0,2.8
2020-01-31,474,3376,399,18,13.0,1.25
2020-02-29,474,2462,262,6,4.0,0.76
2020-03-31,474,3771,407,16,10.0,1.47
2020-04-30,474,3127,347,18,13.0,1.44
2020-05-31,474,1755,195,3,2.0,0.51
2020-06-30,474,3607,369,14,10.0,1.08
2020-07-31,474,5131,599,24,15.0,1.5
2020-08-31,474,6531,610,20,12.0,1.31
2020-09-30,474,5852,564,19,11.0,1.42
2020-10-31,474,4089,476,29,21.0,1.68
2020-11-30,474,3210,346,14,9.0,1.45
2020-12-31,474,3513,367,32,22.0,2.72
2021-01-31,474,4164,471,20,12.0,1.7
2021-02-28,474,3636,358,13,9.0,1.12
2021-03-31,474,5112,570,23,14.0,1.58
2021-04-30,474,5255,551,24,14.0,1.81
2021-05-31,474,4368,471,22,14.0,1.7
2021-06-30,474,4113,442,30,22.0,1.81
2021-07-31,474,3860,484,19,12.0,1.45
2021-08-31,474,3734,347,12,8.0,1.15
2021-09-30,474,6961,674,23,13.0,1.48
2021-10-31,474,3211,383,23,15.0,2.09
2021-11-30,474,4324,426,24,14.0,2.35
2021-12-31,474,3611,398,29,19.0,2.51
2022-01-31,474,2197,219,6,5.0,0.46
2022-02-28,474,3757,416,10,7.0,0.72
2022-03-31,474,5644,515,30,20.0,1.94
2022-04-30,474,2855,302,10,7.0,0.99
2022-05-31,474,5876,568,28,18.0,1.76
2022-06-30,474,4759,464,20,14.0,1.29
2022-07-31,474,4767,498,16,10.0,1.2
2022-08-31,474,5588,671,26,17.0,1.34
2022-09-30,474,2687,298,6,4.0,0.67
2022-10-31,474,3302,354,10,6.0,1.13
2022-11-30,474,3531,394,18,10.0,2.03
2022-12-31,474,14362,342,16,11.0,1.46
2023-01-31,474,5758,683,36,24.0,1.76
2023-02-28,474,2671,319,8,5.0,0.94
2023-03-31,474,4034,415,24,17.0,1.69
2023-04-30,474,4900,462,19,11.0,1.73
2023-05-31,474,3551,411,18,11.0,1.7
2023-06-30,474,4774,486,25,16.0,1.85
2023-07-31,474,5620,620,28,16.0,1.94
2023-08-31,474,3142,299,9,6.0,1.0
2023-09-30,474,3896,375,15,9.0,1.6
2023-10-31,474,2627,288,16,12.0,1.39
2023-11-30,474,3914,373,23,15.0,2.14
2023-12-31,474,4765,415,28,17.0,2.65
2020-01-31,475,2867,257,4,3.0,0.39
2020-02-29,475,4338,381,13,11.0,0.52
2020-03-31,475,6737,541,14,9.0,0.92
2020-04-30,475,5712,416,17,12.0,1.2
2020-05-31,475,5220,482,17,11.0,1.24
2020-06-30,475,5337,431,17,13.0,0.93
2020-07-31,475,3370,350,11,8.0,0.86
2020-08-31,475,33309,830,24,17.0,0.84
2020-09-30,475,6066,582,22,14.0,1.37
2020-10-31,475,4262,431,13,8.0,1.16
2020-11-30,475,2971,264,11,8.0,1.14
2020-12-31,475,4783,375,16,10.0,1.6
2021-01-31,475,4471,425,14,9.0,1.18
2021-02-28,475,5946,436,14,9.0,1.15
2021-03-31,475,3906,420,12,7.0,1.19
2021-04-30,475,2648,256,3,3.0,0.0
2021-05-31,475,4110,364,13,8.0,1.37
2021-06-30,475,7357,710,25,15.0,1.41
2021-07-31,475,7379,716,25,15.0,1.4
2021-08-31,475,5133,441,22,17.0,1.13
2021-09-30,475,4023,404,13,8.0,1.24
2021-10-31,475,2097,218,6,5.0,0.46
2021-11-30,475,5583,366,19,14.0,1.37
2021-12-31,475,4314,356,20,13.0,1.97
2022-01-31,475,17276,529,13,10.0,0.57
2022-02-28,475,25931,490,14,11.0,0.61
2022-03-31,475,3244,308,6,4.0,0.65
2022-04-30,475,3172,298,8,6.0,0.67
2022-05-31,475,3451,357,11,8.0,0.84
2022-06-30,475,4410,415,11,7.0,0.96
2022-07-31,475,5095,469,15,10.0,1.07
2022-08-31,475,4003,336,10,8.0,0.6
2022-09-30,475,4735,469,16,11.0,1.07
2022-10-31,475,3090,261,7,5.0,0.77
2022-11-30,475,2212,219,17,15.0,0.91
2022-12-31,475,2574,241,7,5.0,0.83
